Company,returnOnEquity,industry,dividendYield,grossMargins,marketCap,returnOnAssets,trailingEps,enterpriseValue,forwardPE,sector,freeCashflow,netIncomeToCommon,profitMargins,totalRevenue,debtToEquity,beta,currentRatio,operatingMargins,trailingPE,quickRatio,forwardEps
FTV,0.08615,Scientific & Technical Instruments,0.0042,0.59745,26423635968.0,0.044299997,2.5,29659856896.0,18.26379,Technology,1111237504.0,889299968.0,0.14355,6195200000.0,38.261,1.174,1.254,0.19379999,30.464,0.878,4.17
FUBO,-0.74824,Broadcasting,,0.107489996,494457632.0,-0.12362,-0.68,715238080.0,-4.625,Communication Services,-36173000.0,-207423008.0,-0.1291,1589699968.0,171.069,1.768,0.545,-0.15180999,,0.436,-0.32
FUFU,,Capital Markets,,0.13359,904106112.0,,0.23,967845568.0,,Financial Services,,36994464.0,0.081709996,452743008.0,87.541,0.117,4.094,-0.06176,24.130436,1.311,
FUFUW,,Capital Markets,,0.13359,,,,,,Financial Services,,36994464.0,0.081709996,452743008.0,87.541,0.117,4.094,-0.06176,,1.311,
FUL,0.10236,Specialty Chemicals,0.0115,0.30543,4236331776.0,0.055120002,3.23,6243561472.0,16.67742,Basic Materials,266015632.0,182604992.0,0.051459998,3548331008.0,116.082,1.416,1.887,0.123100005,24.009289,1.002,4.65
FULC,-0.07368,Biotechnology,,0.090150006,227138912.0,-0.0689,-0.34,-36987196.0,-2.9836066,Healthcare,-6718750.0,-20234000.0,-0.24787001,81630000.0,3.525,2.235,22.072,0.65615,,21.837,-1.22
FULT,0.09856,Banks—Regional,0.0319,,3873491968.0,0.00955,1.58,4924959232.0,11.955057,Financial Services,,274136992.0,0.26248,1083452032.0,,0.751,,0.36036998,13.468354,,1.78
FULTP,0.09856,Banks—Regional,0.062,,,0.00955,1.57,,,Financial Services,,274136992.0,0.25320998,1123137024.0,,0.755,,0.34425,12.7706995,,
FUN,0.04101,Leisure,0.026199998,0.44599,4583905280.0,0.04912,2.4,10067753984.0,13.706587,Consumer Cyclical,478245888.0,23098000.0,0.009649999,2392739072.0,173.913,1.564,0.401,0.28403,19.074999,0.256,3.34
FUNC,0.098129995,Banks—Regional,0.0253,,225237344.0,0.0084,2.24,335323520.0,10.551516,Financial Services,,16141000.0,0.22725001,71027000.0,,0.774,,0.40381,15.544642,,3.3
FUND,0.10566,Asset Management,0.0639,1.0,240527152.0,0.01312,0.56,240705920.0,,Financial Services,,27477272.0,3.2724798,8396459.0,,1.061,18.928,0.6667,14.410714,2.454,
FURY,-0.083529994,Other Industrial Metals & Mining,,,60977996.0,-0.045619998,-0.08,49376348.0,-5.714286,Basic Materials,-11642125.0,-15686000.0,,,0.083,1.447,4.097,,,3.986,-0.07
FUSB,0.09395,Banks—Regional,0.0164,,69499144.0,0.0080699995,1.4,-17479882.0,,Financial Services,,8733000.0,0.21665001,40310000.0,,0.917,,0.29636,8.685715,,
FUTU,0.17081,Capital Markets,,0.92991996,14055734272.0,0.0374,3.88,57512189952.0,18.699083,Financial Services,,4220017920.0,0.44444,9495121920.0,21.792,0.747,1.229,0.53803,26.265465,1.227,5.45
FVCB,0.02305,Banks—Regional,,,251586192.0,0.0022200001,0.27,150625568.0,12.230088,Financial Services,,5094000.0,0.111829996,45551000.0,,0.227,,0.39615002,51.18518,,1.13
FVNNU,,,,,,,,,,,,,,,,,,,,,
FVR,-0.017970001,REIT—Diversified,,0.76813006,284119360.0,0.01388,-0.85,,316.16666,Real Estate,24565314.0,-2045084.0,-0.03669,55737152.0,152.734,,2.102,0.257,,2.012,0.06
FVRR,0.03125,Internet Content & Information,,0.82646006,1058227136.0,-0.00624,0.26,1026109632.0,11.446566,Communication Services,80875752.0,10109000.0,0.02665,379316992.0,142.726,1.674,2.991,-0.02211,115.34616,2.301,2.62
FWONA,0.0397,Entertainment,,0.31707,20031178752.0,0.02269,1.07,18052435968.0,57.93077,Communication Services,283249984.0,278000000.0,0.07495,3708999936.0,38.315,1.107,2.702,0.125,70.38317,2.289,1.3
FWONK,0.0397,Entertainment,,0.31707,20064065536.0,0.02269,1.07,19493435392.0,60.75373,Communication Services,283249984.0,278000000.0,0.07495,3708999936.0,38.315,1.107,2.702,0.125,76.084114,2.289,1.34
FWRD,-2.20345,Integrated Freight & Logistics,0.0271,0.20389,1024985792.0,0.0296,-28.85,3086993152.0,131.11111,Industrials,85268624.0,-790569984.0,-0.3114,2179844096.0,620.494,1.018,1.215,0.05625,,1.113,0.27
FWRG,0.03642,Restaurants,,0.22131,1297405184.0,0.02115,0.33,2025172608.0,52.243904,Consumer Cyclical,-19650624.0,20874000.0,0.02093,997251968.0,132.211,0.849,0.545,0.029460002,64.90909,0.418,0.41
FXNC,0.05945,Banks—Regional,0.026500002,,204666960.0,0.005,1.12,81578744.0,9.802575,Financial Services,,7048000.0,0.14441,48807000.0,,0.495,,0.22657,20.392857,,2.33
FYBR,-0.03629,Telecom Services,,0.64384,8563625984.0,0.02088,-0.75,18865625088.0,-50.57353,Communication Services,-203375008.0,-187000000.0,-0.03193,5856999936.0,229.412,1.105,0.769,0.08193,,0.734,-0.68
G,0.30111,Information Technology Services,0.013099999,0.35412,8228351488.0,0.0841,3.64,9045089280.0,13.524637,Technology,393206496.0,663064000.0,0.14215,4664650752.0,76.811,1.141,1.854,0.15001,12.818681,1.728,3.45
GAB,0.07739,Asset Management,0.106800005,1.0,1712436480.0,0.00375,0.47,2072193152.0,,Financial Services,6442121.0,127992704.0,4.34654,33549508.0,5.525,0.916,1.913,0.36637002,11.957447,1.896,
GAB^G,,,,,,,,,,,,,,,,,,,,,
GAB^H,,,,,,,,,,,,,,,,,,,,,
GAB^K,,,,,,,,,,,,,,,,,,,,,
GABC,0.128,Banks—Regional,0.0234,,1368521728.0,0.01339,2.77,1381213568.0,14.409375,Financial Services,,82107000.0,0.33221,247156000.0,,0.6,,0.43521,16.64621,,3.2
GAIA,-0.07064,Entertainment,,0.85322,142050144.0,-0.02576,-0.27,162734864.0,-101.16667,Communication Services,1700125.0,-6266000.0,-0.07232,86644000.0,12.435,0.621,0.425,-0.0612,,0.347,-0.06
GAIN,0.15319,Asset Management,0.0696,1.0,496031232.0,0.03816,2.03,899246592.0,14.857143,Financial Services,23379376.0,69993000.0,0.78482,89184000.0,82.824,1.32,0.302,0.88038003,6.660099,0.271,0.91
GAINL,,,,,,,,,,,,,,,,,,,,,
GAINN,,,,,,,,,,,,,,,,,,,,,
GAINZ,,,,,,,,,,,,,,,,,,,,,
GALT,,Biotechnology,,,179983712.0,-1.03868,-0.78,250073776.0,-1.7202382,Healthcare,-20357124.0,-48033000.0,,,,0.629,1.867,,,1.751,-1.68
GAM,0.19761999,Asset Management,0.01,1.0,1285756160.0,0.00426,12.79,1472573824.0,,Financial Services,,283418624.0,11.01854,26748280.0,0.169,0.939,0.218,0.4952,4.3119626,0.164,
GAM^B,,,,,,,,,,,,,,,,,,,,,
GAMB,0.22403999,Gambling,,0.90588,375064736.0,0.11828,0.67,390050880.0,11.351648,Consumer Cyclical,-17770376.0,25616000.0,0.22132,115744000.0,18.497,0.868,0.989,0.25768998,15.41791,0.934,0.91
GAME,-1.09743,Electronic Gaming & Multimedia,,0.20207001,32128996.0,-0.17728001,-2.99,48901680.0,-7.923077,Communication Services,-5953504.0,-44147960.0,-0.47204,84160864.0,36.158,,0.867,-0.2508,,0.768,-0.13
GAN,,Gambling,,0.70678,82760680.0,-0.0695,-0.52,96087752.0,-14.000001,Consumer Cyclical,3695500.0,-13184000.0,-0.09837,134024000.0,,,1.74,0.05747,,1.522,-0.13
GANX,-1.8882699,Biotechnology,,,55412036.0,-0.72955,-1.31,39283204.0,-2.4382024,Healthcare,-10058968.0,-21599504.0,,,6.853,0.336,2.842,,,2.644,-0.89
GAP,0.29705998,Apparel Retail,0.026800001,0.49285,8414448128.0,0.05373,2.02,11727446016.0,10.960785,Consumer Cyclical,1144999936.0,767000000.0,0.05055,15173000192.0,188.176,2.347,1.492,0.07715,11.069307,0.666,2.04
GAQ,,Shell Companies,,,89374400.0,-0.00595,0.21,91744520.0,,Financial Services,-758688.0,3059354.0,,,,0.08,0.06,,54.285713,0.043,
GASS,0.119820006,Marine Shipping,,0.59892,219713568.0,0.04775,1.85,247047664.0,3.960265,Industrials,14196981.0,67334776.0,0.44792,152143152.0,18.058,0.832,2.498,0.38529,3.2324324,2.357,1.51
GATEU,,Shell Companies,,,,-0.23278,-0.015,136104192.0,,Financial Services,-4374884.0,-3023477.0,,,,0.048,0.187,,,0.083,
GATO,0.075040005,Other Precious Metals & Mining,,,1075537920.0,-0.04141,0.39,993224448.0,19.148148,Basic Materials,-8630250.0,27306000.0,,,0.057,2.059,9.423,,39.769234,9.319,0.81
GATX,0.118710004,Rental & Leasing Services,0.015,0.73343,5482292224.0,0.02459,7.5,13474994176.0,18.698181,Industrials,-1245387520.0,268800000.0,0.17764999,1540700032.0,348.685,0.959,3.037,0.31524,20.567999,3.035,8.25
GAU,-0.0026,Gold,,0.43302,359686592.0,0.05251,0.05,282720896.0,3.7837837,Basic Materials,-15647000.0,-586000.0,-0.0035100002,166788000.0,17.238,,1.972,0.322,28.0,1.508,0.37
GAUZ,-4.22319,Aerospace & Defense,,0.29084998,163271936.0,-0.14498,-4.19,185697344.0,-72.833336,Industrials,-34006752.0,-78281000.0,-0.8722,89751000.0,135.921,,1.193,-0.32709,,0.985,-0.12
GB,0.69817,Software—Infrastructure,,0.73595,1103649792.0,0.060399998,0.13,1874081536.0,15.800001,Technology,58653000.0,29572000.0,0.06637,445572000.0,678.395,0.421,0.978,0.25429,42.538464,0.96,0.35
GBAB,,Asset Management,0.102299996,,400296192.0,,0.93,,,Financial Services,,,,,,,,,17.354837,,
GBBK,,Shell Companies,,,61363568.0,-0.00799,0.03,61707568.0,,Financial Services,783021.0,467715.0,,,,0.017,0.158,,371.33667,0.13,
GBBKR,,,,,,-0.00799,,,,,783021.0,467715.0,,,,0.017,0.158,,,0.13,
GBBKW,,Shell Companies,,,,-0.00799,,,,Financial Services,783021.0,467715.0,,,,0.017,0.158,,,0.13,
GBCI,0.059710003,Banks—Regional,0.0227,,6607701504.0,0.00649,1.62,9506678784.0,23.979424,Financial Services,,182706000.0,0.23414,780332032.0,,0.767,,0.35209998,35.969135,,2.43
GBDC,0.08529,Asset Management,0.1012,1.0,4080270592.0,0.047059998,1.59,8248223744.0,8.9651165,Financial Services,-55220124.0,280150016.0,0.42139998,664811008.0,106.459,0.556,5.5,0.89311,9.698113,2.223,1.72
GBIO,-0.86499,Biotechnology,,-2.2299001,145608304.0,-0.19292,-2.19,54617352.0,-1.963964,Healthcare,-49251000.0,-145472000.0,,18582000.0,89.791,2.818,6.34,-2.21273,,6.199,-1.11
GBLI,0.060900003,Insurance—Property & Casualty,0.040799998,0.17508,469902208.0,0.01915,2.54,453720608.0,10.795598,Financial Services,94111872.0,39677000.0,0.09066,442500000.0,1.578,0.434,1.187,0.14213,13.515749,0.572,3.18
GBR,-0.0058999998,Real Estate Services,,0.61379004,6211187.0,-0.03454,-0.01,5796179.0,,Real Estate,3393000.0,-27000.0,-0.18621,145000.0,,0.315,7.6,-1.4324299,,6.933,
GBTG,-0.14062001,Software—Application,,0.59513,4112187392.0,0.026530001,-0.42,5070190080.0,-291.33334,Technology,305624992.0,-169000000.0,-0.07098,2380999936.0,133.544,0.635,1.563,0.090450004,,1.429,-0.03
GBX,0.11347,Railroads,0.0183,0.15755999,2051516416.0,0.047280002,4.96,3704015872.0,13.092,Industrials,-29200000.0,160100000.0,0.04517,3544699904.0,115.428,1.479,1.833,0.117089994,13.19758,0.888,5.0
GCBC,0.122659996,Banks—Regional,0.0104,,595086656.0,0.00883,1.44,523818624.0,,Financial Services,,24561000.0,0.38329,64079000.0,,0.415,,0.43174,24.270832,,
GCI,-0.40142,Publishing,,0.37851003,832872192.0,0.02807,-0.8,1891446528.0,-47.083336,Communication Services,139951872.0,-113565000.0,-0.04441,2557445120.0,503.719,2.507,0.785,0.02506,,0.627,-0.12
GCMG,,Asset Management,0.038399998,0.30942,2145382272.0,0.04977,0.414,839038336.0,14.172839,Financial Services,58305376.0,14338000.0,0.030989999,462592992.0,,0.543,1.312,0.20354,27.729467,1.25,0.81
GCMGW,,Asset Management,,0.30942,,0.04977,,,,Financial Services,58305376.0,14338000.0,0.030989999,462592992.0,,0.543,1.312,0.20354,,1.25,
GCO,-0.01377,Apparel Retail,,0.4704,343502368.0,0.00345,-0.87,828597248.0,15.617347,Consumer Cyclical,82177248.0,-7338000.0,-0.00027000002,2301050112.0,99.534,2.411,1.533,-0.0182,,0.261,1.96
GCT,0.39848998,Software—Infrastructure,,0.26134002,1102138752.0,0.111940004,2.78,1346849536.0,7.6638174,Technology,10143625.0,130424000.0,0.1175,1109997056.0,125.994,1.776,2.134,0.13441,9.676259,1.303,3.51
GCTK,-5.41132,Medical Instruments & Supplies,,,8138562.0,-1.57495,-2.66,7839595.0,,Healthcare,-4686875.0,-12051000.0,,,,0.161,0.121,,,0.043,
GCTS,,Semiconductors,,0.3923,129121360.0,-0.68119,-0.51,169535312.0,-7.184211,Technology,-30567876.0,-14795000.0,-1.10427,13398000.0,,1.119,0.328,-4.8222103,,0.221,-0.38
GCV,,Asset Management,0.1234,1.0,76189544.0,,-1.67,82243096.0,,Financial Services,,609105.0,0.1418,4295551.0,,0.901,1.673,0.83429,,1.673,
GD,0.16952999,Aerospace & Defense,0.018099999,0.15641,86315515904.0,0.05114,13.12,95242944512.0,19.521767,Industrials,2150625024.0,3639000064.0,0.07903,46045999104.0,48.609,0.614,1.316,0.10205,23.926067,0.722,16.08
GDC,-2.18868,Electronic Gaming & Multimedia,,,22243816.0,-1.12099,-4.09,23865902.0,,Communication Services,-14068892.0,-17827340.0,,-150000.0,23.995,1.426,5.559,121.149666,,0.738,
GDDY,,Software—Infrastructure,,0.6357,25709805568.0,0.07535,12.45,28807376896.0,27.292103,Technology,920150016.0,1852199936.0,0.41335,4480900096.0,1107.373,1.114,0.558,0.22159,14.709237,0.339,6.71
GDEN,0.0725,Resorts & Casinos,0.0297,0.51067,922162944.0,0.025009999,1.31,1341086336.0,36.945053,Consumer Cyclical,153106000.0,38381000.0,0.05234,733305024.0,95.0,2.238,1.113,0.04014,25.664122,0.866,0.91
GDEV,,Electronic Gaming & Multimedia,,0.66777,458272960.0,0.10714,2.45,352314336.0,18.748148,Communication Services,-18488876.0,48045000.0,0.10840999,443164992.0,,0.753,0.58,0.14197999,10.330612,0.569,1.35
GDHG,0.02727,Leisure,,0.47102,7862000.0,0.02915,1.62,12843460.0,,Consumer Cyclical,-9089235.0,1678386.0,0.065689996,25549904.0,16.959,,0.456,0.25469,1.2345679,0.022,
GDL,,Asset Management,0.062,,96408664.0,,0.43,,,Financial Services,,,,,,,,,19.023256,,
GDL^C,,,,,,,,,,,,,,,,,,,,,
GDO,,Asset Management,0.1069,,179091408.0,,0.59,,,Financial Services,,,,,,,,,20.305084,,
GDOT,-0.06415,Credit Services,,,577132352.0,-0.01114,-1.02,-828471168.0,7.153333,Financial Services,,-55408000.0,-0.034,1629682944.0,,0.913,,-0.0072000003,,,1.5
GDRX,-0.02056,Health Information Services,,0.93688005,1863784448.0,0.04211,-0.04,1977361664.0,11.926829,Healthcare,88558624.0,-16219000.0,-0.02052,790385024.0,78.194,1.393,5.481,0.104849994,,4.849,0.41
GDS,-0.17993,Information Technology Services,,0.19861001,4739059712.0,0.0055299997,-3.2,79763865600.0,-39.658333,Technology,-3371369728.0,-4213061888.0,-0.39497003,10529258496.0,219.425,0.229,1.392,0.111669995,,1.314,-0.6
GDST,,Shell Companies,,,38551744.0,-0.01715,0.16,40108088.0,,Financial Services,667932.0,1329975.0,,,,0.017,0.121,,70.0,0.111,
GDSTR,,,,,,-0.01715,-0.014,,,,667932.0,1329975.0,,,,0.017,0.121,,,0.111,
GDSTU,,Shell Companies,,,,-0.01715,-0.014,40830936.0,,Financial Services,667932.0,1329975.0,,,,0.017,0.121,,,0.111,
GDTC,-0.26262,Biotechnology,,1.00036,27580602.0,-0.17438,-0.22,21184916.0,-15.933333,Healthcare,-2590626.0,-3063187.0,,447695.0,4.215,,21.534,-7.3597302,,19.199,-0.15
GDV,0.10835,Asset Management,0.0525,1.0,2244604160.0,0.0063099996,3.04,2598424832.0,,Financial Services,12296208.0,265075712.0,4.96123,55237592.0,5.592,1.182,1.845,0.49016,8.276316,1.845,
GDV^H,,,,,,,,,,,,,,,,,,,,,
GDV^K,,,,,,,,,,,,,,,,,,,,,
GDYN,0.0062599997,Information Technology Services,,0.35958,1506263808.0,-0.00037999998,0.03,1287830528.0,44.568184,Technology,20074000.0,2419000.0,0.00737,328358016.0,3.205,0.927,5.956,0.030639999,653.6667,5.556,0.44
GE,0.22552,Aerospace & Defense,0.0061000003,0.23028,199747452928.0,0.03017,5.08,205477183488.0,35.221375,Industrials,4729375232.0,5500000256.0,0.08926,69953003520.0,110.224,1.188,1.134,0.18247999,36.330708,0.804,5.24
GECC,0.05274,Asset Management,0.1375,1.0,106379984.0,0.05073,0.74,336041856.0,7.2198586,Financial Services,73208496.0,5901000.0,0.14951,39468000.0,182.766,1.595,0.112,0.71213996,13.756757,0.108,1.41
GECCH,,,,,,,,,,,,,,,,,,,,,
GECCI,,,,,,,,,,,,,,,,,,,,,
GECCM,,,,,,,,,,,,,,,,,,,,,
GECCO,,,,,,,,,,,,,,,,,,,,,
GECCZ,,,,,,,,,,,,,,,,,,,,,
GEF,0.13734001,Packaging & Containers,0.0312,0.19811001,3377848576.0,0.044549998,4.6,6485619200.0,14.344398,Consumer Cyclical,52150000.0,266500000.0,0.04991,5339400192.0,145.965,0.925,1.696,0.088570006,15.030435,0.97,4.82
GEG,-0.01045,Asset Management,,0.03932,52777328.0,-0.03832,-0.05,6434623.0,1.1959459,Financial Services,,-1523000.0,-0.08225001,18516000.0,85.472,,32.432,-0.5,,30.478,1.48
GEGGL,,,,,,,,,,,,,,,,,,,,,
GEHC,0.21853,Health Information Services,0.0014,0.41342,39012384768.0,0.05637,3.65,46390382592.0,18.284796,Healthcare,1817750016.0,1675000064.0,0.08564,19559000064.0,126.093,,1.227,0.16059999,23.39452,0.883,4.67
GEL,0.0172,Oil & Gas Midstream,0.0587,0.20437,1376495360.0,0.02202,-0.74,6599958016.0,14.986667,Energy,-366451136.0,-89805000.0,-0.00087,3014767104.0,252.242,2.093,1.032,0.070300005,,0.846,0.75
GEN,0.2766,Software—Infrastructure,0.0165,0.8043,18714146816.0,0.06242,0.99,26565144576.0,12.395919,Technology,1277500032.0,624000000.0,0.16153,3863000064.0,409.342,1.054,0.32,0.41581002,30.676767,0.273,2.45
GENC,0.08688,Farm & Heavy Construction Machinery,,0.28799,332436640.0,0.04829,1.1,216271680.0,7.339806,Industrials,16619500.0,16211000.0,0.14331001,113116000.0,0.216,0.404,26.548,0.078,20.618181,17.446,3.09
GENE,-1.8498,Diagnostics & Research,,0.61125,3733972.0,-0.6293,-0.02,111079984.0,,Healthcare,-5719401.0,-12017219.0,-1.24237,9672800.0,47.814,0.48,0.881,-1.1314,,0.755,
GENI,-0.16886,Internet Content & Information,,0.17108999,1704839680.0,-0.07182,-0.43,1626455040.0,-269.33334,Communication Services,8239375.0,-97401000.0,-0.21934,444065984.0,1.279,1.985,1.54,-0.20298,,1.19,-0.03
GENK,0.21586001,Restaurants,,0.17235,319303712.0,0.01012,0.25,199044736.0,108.33333,Consumer Cyclical,-9252875.0,-7000000.0,0.0055400003,195292000.0,321.562,,1.055,0.029949998,39.0,0.933,0.09
GEO,0.03229,Security & Protection Services,,0.27027,3697402368.0,0.0555,0.25,5324047360.0,16.759493,Industrials,,23484000.0,0.0172,2424263936.0,136.507,0.625,1.097,0.13656999,105.92,0.992,1.58
GEOS,0.08049,Oil & Gas Equipment & Services,,0.39290002,175944224.0,0.042090002,0.8,134010768.0,34.075,Energy,8639500.0,10720000.0,0.0828,129475000.0,0.424,0.617,6.083,-0.092539996,17.0375,4.151,0.4
GERN,-0.69031996,Biotechnology,,-2.8121798,2490544128.0,-0.303,-0.32,2238033152.0,-51.5,Healthcare,-143652256.0,-201192992.0,,29480000.0,29.856,0.515,2.886,-0.99802,,2.681,-0.08
GES,0.35018003,Apparel Retail,0.0688,0.44099,896290688.0,0.0555,2.67,2123780992.0,6.1808515,Consumer Cyclical,148535376.0,170935008.0,0.06048,2866723072.0,264.183,1.986,1.468,0.05301,6.52809,0.644,2.82
GETY,0.08045,Internet Content & Information,,0.72751,1471648512.0,0.04877,0.14,2802066944.0,22.375,Communication Services,86080248.0,54216000.0,0.059070002,917902016.0,190.42,2.037,0.787,0.25207,25.571428,0.71,0.16
GEV,,Utilities—Renewable,,0.17346,96324182016.0,,4.23,90926170112.0,50.64348,Utilities,,1264999936.0,0.03675,34422001664.0,9.346,,1.061,-0.00247,82.60993,0.717,6.9
GEVO,-0.14774999,Specialty Chemicals,,-1.49509,380758912.0,-0.09082,-0.32,215201216.0,-5.888889,Basic Materials,17152624.0,-79510000.0,,15589000.0,14.036,2.946,8.253,-12.21781,,7.865,-0.27
GF,-0.06966,Asset Management,0.0057,1.0,136604896.0,0.00283,-0.72,136318896.0,,Financial Services,,-11894533.0,,3191582.0,,1.114,0.088,0.61245996,,0.088,
GFAI,-0.72564006,Security & Protection Services,,0.15918,13526784.0,-0.15649,-0.36,645875.0,38.0,Industrials,365519.0,-17661332.0,-0.49105,35841744.0,12.811,2.706,3.416,-0.11865,,2.949,0.03
GFAIW,-0.72564006,Security & Protection Services,,0.15918,,-0.15649,-0.181,,,Industrials,365519.0,-17661332.0,-0.49105,35841744.0,12.811,2.706,3.416,-0.11865,,2.949,
GFF,0.67727,Conglomerates,0.0086,0.39792,3445960704.0,0.10505,3.71,4983612928.0,12.513416,Industrials,350276384.0,189371008.0,0.07269,2605232128.0,751.012,1.274,2.499,0.1667,18.854446,1.174,5.59
GFI,0.14973,Gold,0.0234,0.31166,13288177664.0,0.1025,0.71,14248201216.0,7.5759163,Basic Materials,424912512.0,670700032.0,0.14558,4358300160.0,34.97,0.792,1.772,0.30726,20.380283,0.625,1.91
GFL,-0.08270001,Waste Management,0.0013,0.18558,17407197184.0,0.015520001,-1.29,27552100352.0,44.25,Industrials,446224992.0,-585800000.0,-0.075500004,7758900224.0,142.995,1.032,0.582,0.08189999,,0.48,1.0
GFR,-0.20877,Oil & Gas E&P,,0.29566,506422432.0,0.03838,-1.65,753289408.0,2.6129034,Energy,156040000.0,-159415008.0,-0.22343001,713486016.0,59.903,0.282,0.775,0.24301,,0.712,2.79
GFS,0.066479996,Semiconductors,,0.25495002,23598368768.0,0.028719999,1.32,23023351808.0,23.85475,Technology,899124992.0,742000000.0,0.10954001,6774000128.0,24.599,1.527,2.423,0.10696,32.348484,1.74,1.79
GGAL,0.35249,Banks—Regional,0.048899997,,7500845568.0,0.0685,2.29,-5310133567488.0,7.557585,Financial Services,,1006444347392.0,0.15238,6604937232384.0,,1.591,,0.21087,23.497818,,7.12
GGB,0.09149,Steel,0.041500002,0.1358,7287084544.0,0.049000002,0.4,12577699840.0,6.7884617,Basic Materials,1894686976.0,4828239872.0,0.07437,64919629824.0,24.909,1.342,2.976,0.11063,8.825,1.464,0.52
GGG,0.20729,Specialty Industrial Machinery,0.0115,0.53635,15041158144.0,0.12497,2.83,14323428352.0,28.92208,Industrials,302391136.0,487329984.0,0.22865999,2131288064.0,1.861,0.814,4.475,0.27892,31.477034,3.106,3.08
GGN,0.11525,Asset Management,0.0845,1.0,657842048.0,0.01263,0.53,731990016.0,,Financial Services,,75830592.0,3.50509,22809784.0,,0.776,0.436,0.62176996,8.037737,0.318,
GGN^B,,,,,,,,,,,,,,,,,,,,,
GGR,-0.2391,Auto Manufacturers,,0.10787,157063616.0,-0.06996,-0.26,354218592.0,-1.6634375,Consumer Cyclical,-15269125.0,-62976000.0,-0.18858999,333935008.0,158.913,0.603,1.463,-0.30392998,,1.083,-0.32
GGROW,-0.2391,Auto Manufacturers,,0.10787,,-0.06996,,,,Consumer Cyclical,-15269125.0,-62976000.0,-0.18858999,333935008.0,158.913,0.603,1.463,-0.30392998,,1.083,
GGT,0.03716,Asset Management,0.1822,1.0,136517536.0,0.0037,0.23,210817440.0,,Financial Services,,2753466.0,1.83706,3696939.0,0.002,1.243,1.105,0.24955,21.0,1.078,
GGT^E,,,,,,,,,,,,,,,,,,,,,
GGT^G,,,,,,,,,,,,,,,,,,,,,
GGZ,,Asset Management,0.0648,,106334368.0,,-0.11,,,Financial Services,,,,,,,,,,,
GH,-6.09276,Diagnostics & Research,,0.60315,3627574784.0,-0.16079001,-4.28,3936629504.0,-10.833948,Healthcare,-151071872.0,-512409984.0,-0.7402,692256000.0,,1.106,6.216,-0.61098,,5.669,-2.71
GHC,0.05939,Education & Training Services,0.0072000003,0.29861,4161156608.0,0.03259,51.18,4653246464.0,19.596123,Consumer Defensive,213084880.0,227524992.0,0.04862,4711917056.0,32.787,1.114,1.565,0.10241,18.76143,1.201,49.0
GHG,0.16280001,Lodging,0.0357,0.4285,284323200.0,0.04236,0.34,777395328.0,5.7142854,Consumer Cyclical,230985376.0,250322160.0,0.16523,1514986752.0,116.541,0.493,1.488,0.25601998,8.235294,1.293,0.49
GHI,,Mortgage Finance,0.1312,0.98329,262715712.0,,0.63,1392574336.0,7.372549,Financial Services,,14121452.0,0.50224,34307528.0,271.759,0.744,,0.43639,17.904762,,1.53
GHIX,,Shell Companies,,,202085248.0,-0.00448,-0.34,202061264.0,,Financial Services,1132455.0,-14823486.0,,,,0.009,0.346,,,0.165,
GHIXU,,Shell Companies,,,,-0.00448,,202827456.0,,Financial Services,1132455.0,-14823486.0,,,,0.009,0.346,,,0.165,
GHIXW,,Shell Companies,,,,-0.00448,,,,Financial Services,1132455.0,-14823486.0,,,,0.009,0.346,,,0.165,
GHLD,-0.07728,Mortgage Finance,,1.0,902294976.0,-0.00349,-1.54,3812365056.0,8.284091,Financial Services,-1131768960.0,-93815000.0,-0.11305001,829864000.0,262.152,1.1,2.259,-0.29247,,0.094,1.76
GHM,0.0727,Specialty Industrial Machinery,,0.24228,446761120.0,0.02508,0.44,421527840.0,37.633026,Industrials,25061624.0,7752000.0,0.039470002,196402000.0,6.349,0.551,1.081,0.067940004,93.22727,0.8,1.09
GHRS,-0.16201,Biotechnology,,,470334016.0,-0.12743,-0.67,319779424.0,-7.86087,Healthcare,-26513750.0,-34966000.0,,,0.383,0.741,19.599,,,19.394,-1.15
GHSI,-0.50259,Drug Manufacturers—Specialty & Generic,1.7466999,0.4456,4346871.0,-0.15534,-4.11,-10687844.0,-3.1568627,Healthcare,1377253.0,-5275013.0,0.52131003,12228713.0,,0.708,16.67,-18.75344,,16.173,-1.02
GHY,,Asset Management,0.1223,,527509088.0,,1.66,,,Financial Services,,,,,,,,,7.7650604,,
GIB,0.19084999,Information Technology Services,0.0038,0.30279,25243426816.0,0.09314,5.1,27062034432.0,17.287481,Technology,1985111040.0,1692715008.0,0.11534,14676152320.0,35.193,0.854,1.357,0.16685,21.931374,1.154,6.47
GIC,0.24857001,Industrial Distribution,0.035,0.34333,1093777536.0,0.1043,1.7,1141177600.0,15.299465,Industrials,27325000.0,64900000.0,0.04919,1333699968.0,30.91,0.885,2.016,0.064840004,16.829412,1.006,1.87
GIFI,0.21881,Metal Fabrication,,0.14069,115125120.0,0.03802,1.08,70566456.0,352.0,Industrials,8397125.0,17536000.0,0.10543,166332992.0,23.414,0.48,4.605,0.04442,6.5185184,4.254,0.02
GIFT,-1.2709,Internet Content & Information,,0.12307,46723652.0,-0.33923998,-0.36,53351080.0,,Communication Services,398477.0,-14962876.0,-0.17933,83435816.0,48.83,-0.921,0.907,-0.37374002,,0.458,
GIG,,,,,331666336.0,,,,,,,,,,,,,,,,
